game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
179698,2026-08-02,2026-08-02 13:35:00,Baltimore Orioles,Philadelphia Phillies,2.23,1.74,7.5,1.87,2.01,0,8,Finished,Philadelphia Phillies,Over,0,0,0,0,0,2,0,2,0,1,,3,,,,,,
179699,2026-08-02,2026-08-02 13:35:00,Atlanta Braves,Washington Nationals,1.81,2.11,8.5,1.85,2.03,4,2,Finished,Atlanta Braves,Under,0,0,0,0,1,0,1,2,1,0,0.0,0,1.0,0.0,0.0,0.0,,0.0
179687,2026-08-02,2026-08-02 13:37:00,Toronto Blue Jays,St. Louis Cardinals,1.84,1.96,9.0,1.87,1.89,1,5,Finished,St. Louis Cardinals,Under,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,4.0
179688,2026-08-02,2026-08-02 13:40:00,Tampa Bay Rays,Chicago White Sox,1.67,2.36,7.5,1.91,1.96,1,9,Finished,Chicago White Sox,Over,0,2,0,0,0,0,0,1,0,0,0.0,2,0.0,0.0,0.0,0.0,1.0,4.0
179690,2026-08-02,2026-08-02 13:40:00,New York Mets,Miami Marlins,2.06,1.85,8.5,1.85,2.03,0,2,Finished,Miami Marlins,Under,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
179695,2026-08-02,2026-08-02 13:40:00,Cleveland Guardians,Arizona Diamondbacks,1.69,2.31,8.0,1.96,1.91,5,0,Finished,Cleveland Guardians,Under,0,0,0,0,2,0,0,0,3,0,0.0,0,0.0,0.0,0.0,0.0,,0.0
179696,2026-08-02,2026-08-02 13:40:00,Cincinnati Reds,Pittsburgh Pirates,1.68,2.34,8.5,2.0,1.88,10,2,Finished,Cincinnati Reds,Over,3,0,1,0,3,0,2,1,0,0,0.0,0,0.0,0.0,1.0,1.0,,0.0
179693,2026-08-02,2026-08-02 14:10:00,Houston Astros,Texas Rangers,1.83,2.09,8.5,1.9,1.97,7,3,Finished,Houston Astros,Over,0,0,0,0,1,0,2,0,0,2,0.0,0,4.0,1.0,0.0,0.0,,0.0
179697,2026-08-02,2026-08-02 14:20:00,Chicago Cubs,New York Yankees,2.11,1.81,6.5,1.88,1.98,1,2,Finished,New York Yankees,Under,0,0,0,0,0,2,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
179694,2026-08-02,2026-08-02 15:10:00,Colorado Rockies,Kansas City Royals,1.89,2.02,12.0,1.88,1.99,8,1,Finished,Colorado Rockies,Under,1,0,0,1,0,0,1,0,0,0,6.0,0,0.0,0.0,0.0,0.0,,0.0
179686,2026-08-02,2026-08-02 15:15:00,Los Angeles Angels,Milwaukee Brewers,3.02,1.43,7.5,1.88,1.98,3,0,Finished,Los Angeles Angels,Under,0,0,2,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,,0.0
179700,2026-08-02,2026-08-02 16:05:00,Athletics,Detroit Tigers,1.93,1.87,11.0,1.88,1.88,0,11,Finished,Detroit Tigers,Push,0,2,0,0,0,0,0,4,0,0,0.0,0,0.0,0.0,0.0,4.0,0.0,1.0
179689,2026-08-02,2026-08-02 16:10:00,Seattle Mariners,Minnesota Twins,1.76,2.18,7.0,1.83,2.06,7,6,Finished,Seattle Mariners,Over,2,0,0,0,0,0,0,0,0,0,1.0,0,3.0,0.0,0.0,5.0,1.0,1.0
179692,2026-08-02,2026-08-02 16:10:00,San Diego Padres,San Francisco Giants,1.69,2.3,8.0,1.93,1.94,5,4,Finished,San Diego Padres,Over,0,0,4,0,0,0,0,2,1,1,0.0,0,0.0,0.0,0.0,1.0,,0.0
179691,2026-08-02,2026-08-02 19:20:00,Los Angeles Dodgers,Boston Red Sox,1.62,2.31,9.0,1.89,1.87,4,8,Finished,Boston Red Sox,Over,0,2,3,0,0,3,0,0,0,0,0.0,1,1.0,0.0,0.0,2.0,0.0,0.0
