game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9,odds_api_id
185833,2026-09-14,2026-09-14 18:40:00,Cincinnati Reds,Los Angeles Dodgers,2.89,1.47,8.0,1.98,1.89,1,4,Finished,Los Angeles Dodgers,Under,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1.0,0,185833
185834,2026-09-14,2026-09-14 18:40:00,Cleveland Guardians,Chicago White Sox,1.67,2.21,7.0,1.94,1.82,3,7,Finished,Chicago White Sox,Over,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2.0,1,185834
185835,2026-09-14,2026-09-14 19:07:00,Toronto Blue Jays,Detroit Tigers,1.81,2.13,7.5,1.9,1.97,5,6,Finished,Detroit Tigers,Over,2,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0.0,1,185835
185836,2026-09-14,2026-09-14 19:10:00,New York Mets,Baltimore Orioles,1.85,2.07,8.0,1.96,1.91,1,2,Finished,Baltimore Orioles,Under,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,185836
185837,2026-09-14,2026-09-14 19:40:00,Chicago Cubs,Atlanta Braves,1.76,2.22,9.5,1.93,1.96,7,3,Finished,Chicago Cubs,Over,0,0,3,0,2,0,0,0,0,0,2,0,0,3,0,0,,0,185837
185838,2026-09-14,2026-09-14 19:40:00,Minnesota Twins,New York Yankees,2.2,1.75,8.5,1.94,1.93,3,8,Finished,New York Yankees,Over,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,6,0.0,1,185838
185839,2026-09-14,2026-09-14 19:45:00,St. Louis Cardinals,San Francisco Giants,1.75,2.08,8.0,1.94,1.82,2,1,Finished,St. Louis Cardinals,Under,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,,0,185839
185840,2026-09-14,2026-09-14 20:40:00,Colorado Rockies,San Diego Padres,2.93,1.47,11.0,1.89,1.99,7,8,Finished,San Diego Padres,Over,1,1,0,4,0,1,0,0,1,0,3,0,1,1,1,1,0.0,0,185840
185841,2026-09-14,2026-09-14 21:38:00,Los Angeles Angels,Seattle Mariners,1.94,1.98,7.5,1.99,1.9,6,4,Finished,Los Angeles Angels,Over,2,0,0,0,2,0,0,3,2,0,0,0,0,1,0,0,,0,185841
185842,2026-09-14,2026-09-14 21:40:00,Arizona Diamondbacks,Miami Marlins,1.75,2.23,8.5,2.0,1.89,8,7,Finished,Arizona Diamondbacks,Over,0,0,0,3,3,0,0,2,1,0,0,0,0,2,2,0,2.0,0,185842
