game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9,odds_api_id
185843,2026-09-15,2026-09-15 18:40:00,Pittsburgh Pirates,Milwaukee Brewers,3.1,1.42,7.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,185843
185844,2026-09-15,2026-09-15 18:40:00,Tampa Bay Rays,Athletics,1.46,2.94,8.0,1.94,1.93,,,,,,,,,,,,,,,,,,,,,,,,185844
185845,2026-09-15,2026-09-15 18:40:00,Cleveland Guardians,Chicago White Sox,1.78,2.16,8.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,185845
185846,2026-09-15,2026-09-15 18:40:00,Cincinnati Reds,Los Angeles Dodgers,2.98,1.44,8.5,1.96,1.91,,,,,,,,,,,,,,,,,,,,,,,,185846
185847,2026-09-15,2026-09-15 18:45:00,Washington Nationals,Philadelphia Phillies,2.77,1.5,8.0,1.89,1.98,,,,,,,,,,,,,,,,,,,,,,,,185847
185848,2026-09-15,2026-09-15 19:07:00,Toronto Blue Jays,Detroit Tigers,1.75,2.08,8.5,1.95,1.83,,,,,,,,,,,,,,,,,,,,,,,,185848
185849,2026-09-15,2026-09-15 19:10:00,New York Mets,Baltimore Orioles,1.78,2.16,8.0,1.94,1.92,,,,,,,,,,,,,,,,,,,,,,,,185849
185850,2026-09-15,2026-09-15 19:40:00,Chicago Cubs,Atlanta Braves,1.75,2.21,8.5,1.94,1.93,,,,,,,,,,,,,,,,,,,,,,,,185850
185851,2026-09-15,2026-09-15 19:40:00,Minnesota Twins,New York Yankees,2.54,1.58,8.0,1.99,1.88,,,,,,,,,,,,,,,,,,,,,,,,185851
185852,2026-09-15,2026-09-15 19:45:00,St. Louis Cardinals,San Francisco Giants,1.63,2.42,8.5,1.99,1.88,,,,,,,,,,,,,,,,,,,,,,,,185852
185853,2026-09-15,2026-09-15 20:05:00,Texas Rangers,Boston Red Sox,2.0,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,185853
185854,2026-09-15,2026-09-15 20:10:00,Houston Astros,Kansas City Royals,1.63,2.43,8.0,1.98,1.88,,,,,,,,,,,,,,,,,,,,,,,,185854
185855,2026-09-15,2026-09-15 20:40:00,Colorado Rockies,San Diego Padres,2.68,1.53,11.5,1.98,1.89,,,,,,,,,,,,,,,,,,,,,,,,185855
185856,2026-09-15,2026-09-15 21:38:00,Los Angeles Angels,Seattle Mariners,2.47,1.61,8.0,1.89,1.98,,,,,,,,,,,,,,,,,,,,,,,,185856
185857,2026-09-15,2026-09-15 21:40:00,Arizona Diamondbacks,Miami Marlins,1.69,2.3,8.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,185857
