game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9,odds_api_id
187502,2026-09-23,2026-09-23 13:10:00,Detroit Tigers,Washington Nationals,1.59,2.55,7.5,1.91,1.98,2.0,4.0,Finished,Washington Nationals,Under,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,187502
187487,2026-09-23,2026-09-23 13:35:00,Baltimore Orioles,Toronto Blue Jays,1.85,2.08,7.5,2.09,1.82,4.0,2.0,Finished,Baltimore Orioles,Under,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,187487
187503,2026-09-23,2026-09-23 15:45:00,San Francisco Giants,Minnesota Twins,2.28,1.72,8.0,1.97,1.92,2.0,4.0,Finished,Minnesota Twins,Under,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,187503
187504,2026-09-23,2026-09-23 18:35:00,Baltimore Orioles,Toronto Blue Jays,1.83,2.1,7.5,2.01,1.86,,,,,,,,,,,,,,,,,,,,,,,,187504
187505,2026-09-23,2026-09-23 18:40:00,Pittsburgh Pirates,St. Louis Cardinals,1.86,2.05,7.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,187505
187506,2026-09-23,2026-09-23 18:40:00,Philadelphia Phillies,Milwaukee Brewers,2.25,1.74,7.5,2.03,1.87,,,,,,,,,,,,,,,,,,,,,,,,187506
187507,2026-09-23,2026-09-23 19:05:00,New York Yankees,Tampa Bay Rays,1.69,2.34,6.5,1.98,1.91,9.0,2.0,Finished,New York Yankees,Over,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,187507
187508,2026-09-23,2026-09-23 19:10:00,Boston Red Sox,Cleveland Guardians,1.8,2.13,7.5,2.07,1.82,1.0,0.0,Finished,Boston Red Sox,Under,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,187508
187509,2026-09-23,2026-09-23 19:15:00,Atlanta Braves,Cincinnati Reds,1.4,3.22,7.5,2.03,1.86,3.0,2.0,Finished,Atlanta Braves,Under,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,187509
187510,2026-09-23,2026-09-23 19:40:00,Chicago Cubs,Miami Marlins,1.6,2.54,6.5,1.87,2.02,2.0,3.0,Finished,Miami Marlins,Under,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,187510
187511,2026-09-23,2026-09-23 19:40:00,Kansas City Royals,Chicago White Sox,2.0,1.93,8.5,1.93,1.95,5.0,4.0,Finished,Kansas City Royals,Over,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,187511
187512,2026-09-23,2026-09-23 20:05:00,Texas Rangers,New York Mets,1.83,2.12,8.5,1.91,1.98,2.0,7.0,Finished,New York Mets,Over,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,187512
187513,2026-09-23,2026-09-23 20:40:00,Colorado Rockies,Arizona Diamondbacks,2.55,1.59,11.0,1.99,1.9,3.0,5.0,Finished,Arizona Diamondbacks,Under,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,187513
187514,2026-09-23,2026-09-23 21:40:00,Athletics,Los Angeles Angels,1.97,1.95,9.5,1.97,1.92,7.0,3.0,Finished,Athletics,Over,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,187514
187515,2026-09-23,2026-09-23 22:10:00,Los Angeles Dodgers,San Diego Padres,1.81,2.14,8.5,1.95,1.93,1.0,5.0,Finished,San Diego Padres,Under,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187515
187516,2026-09-23,2026-09-23 22:10:00,Seattle Mariners,Houston Astros,1.79,2.17,7.0,1.84,2.06,6.0,5.0,Finished,Seattle Mariners,Over,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187516
