game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
164915,2025-07-30,2025-07-30 12:35:00,Baltimore Orioles,Toronto Blue Jays,1.8,2.0,,,,8,9,Finished,Toronto Blue Jays,Under,3,0,0,2,0,0,0,0,2,1,0,1,3,5,0,0,0.0,0
164904,2025-07-30,2025-07-30 13:10:00,Minnesota Twins,Boston Red Sox,1.73,2.1,,,,1,13,Finished,Boston Red Sox,Under,0,0,1,1,0,1,0,0,0,4,0,2,0,0,0,0,0.0,5
164912,2025-07-30,2025-07-30 13:10:00,Detroit Tigers,Arizona Diamondbacks,1.73,2.1,,,,7,2,Finished,Detroit Tigers,Under,0,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,,1
164905,2025-07-30,2025-07-30 14:10:00,Milwaukee Brewers,Chicago Cubs,1.8,2.0,,,,3,10,Finished,Chicago Cubs,Under,1,1,0,0,0,4,1,0,1,0,0,3,0,0,0,0,0.0,2
164907,2025-07-30,2025-07-30 14:10:00,Houston Astros,Washington Nationals,1.8,2.0,,,,9,1,Finished,Houston Astros,Under,1,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,,0
164910,2025-07-30,2025-07-30 14:10:00,Kansas City Royals,Atlanta Braves,,,,,,1,0,Finished,Kansas City Royals,Under,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
164914,2025-07-30,2025-07-30 14:10:00,Chicago White Sox,Philadelphia Phillies,2.2,1.67,,,,9,3,Finished,Chicago White Sox,Under,0,0,1,0,0,0,1,2,0,0,0,0,7,0,0,0,,1
164906,2025-07-30,2025-07-30 15:45:00,San Francisco Giants,Pittsburgh Pirates,1.5,2.6,,,,1,2,Finished,Pittsburgh Pirates,Under,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0
164908,2025-07-30,2025-07-30 16:10:00,San Diego Padres,New York Mets,2.0,1.8,,,,5,0,Finished,San Diego Padres,Under,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,,0
164913,2025-07-30,2025-07-30 18:40:00,Cleveland Guardians,Colorado Rockies,,,,,,5,0,Finished,Cleveland Guardians,Under,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,0
164916,2025-07-30,2025-07-30 19:05:00,New York Yankees,Tampa Bay Rays,1.67,2.2,,,,5,4,Finished,New York Yankees,Under,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1.0,2
164911,2025-07-30,2025-07-30 19:10:00,Cincinnati Reds,Los Angeles Dodgers,2.5,1.53,,,,5,2,Finished,Cincinnati Reds,Under,1,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,,0
164917,2025-07-30,2025-07-30 19:45:00,St. Louis Cardinals,Miami Marlins,1.67,2.2,,,,0,2,Finished,Miami Marlins,Under,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
164918,2025-07-30,2025-07-30 21:38:00,Los Angeles Angels,Texas Rangers,2.1,1.73,,,,3,6,Finished,Texas Rangers,Under,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,4,0.0,0
164909,2025-07-30,2025-07-30 22:05:00,Athletics,Seattle Mariners,2.2,1.67,,,,5,4,Finished,Athletics,Under,2,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,,1
