game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9,odds_api_id
185858,2026-09-16,2026-09-16 13:10:00,Cleveland Guardians,Chicago White Sox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185858
185859,2026-09-16,2026-09-16 13:15:00,St. Louis Cardinals,San Francisco Giants,1.64,2.26,8.0,1.85,1.91,,,,,,,,,,,,,,,,,,,,,,,,185859
185860,2026-09-16,2026-09-16 13:40:00,Minnesota Twins,New York Yankees,2.27,1.71,8.0,1.95,1.92,,,,,,,,,,,,,,,,,,,,,,,,185860
185861,2026-09-16,2026-09-16 15:07:00,Toronto Blue Jays,Detroit Tigers,1.83,2.09,8.5,1.97,1.9,,,,,,,,,,,,,,,,,,,,,,,,185861
185862,2026-09-16,2026-09-16 18:40:00,Cincinnati Reds,Los Angeles Dodgers,2.78,1.50,8.5,1.94,1.93,,,,,,,,,,,,,,,,,,,,,,,,185862
185863,2026-09-16,2026-09-16 18:40:00,Pittsburgh Pirates,Milwaukee Brewers,2.18,1.76,7.5,1.87,2.0,,,,,,,,,,,,,,,,,,,,,,,,185863
185864,2026-09-16,2026-09-16 18:40:00,Tampa Bay Rays,Athletics,1.53,2.68,7.5,1.86,2.01,,,,,,,,,,,,,,,,,,,,,,,,185864
185865,2026-09-16,2026-09-16 18:45:00,Washington Nationals,Philadelphia Phillies,2.56,1.57,8.5,1.94,1.93,,,,,,,,,,,,,,,,,,,,,,,,185865
185866,2026-09-16,2026-09-16 19:10:00,New York Mets,Baltimore Orioles,1.71,2.27,8.5,1.93,1.94,,,,,,,,,,,,,,,,,,,,,,,,185866
185867,2026-09-16,2026-09-16 19:40:00,Chicago Cubs,Atlanta Braves,1.70,2.15,8.0,1.92,1.84,,,,,,,,,,,,,,,,,,,,,,,,185867
186574,2026-09-16,2026-09-16 20:05:00,Texas Rangers,Boston Red Sox,1.90,2.00,8.0,1.94,1.93,,,,,,,,,,,,,,,,,,,,,,,,186574
186575,2026-09-16,2026-09-16 20:10:00,Houston Astros,Kansas City Royals,1.72,2.25,9.0,1.99,1.88,,,,,,,,,,,,,,,,,,,,,,,,186575
186576,2026-09-16,2026-09-16 20:40:00,Colorado Rockies,San Diego Padres,2.50,1.60,11.5,1.97,1.9,,,,,,,,,,,,,,,,,,,,,,,,186576
186577,2026-09-16,2026-09-16 21:38:00,Los Angeles Angels,Seattle Mariners,2.19,1.76,8.0,1.93,1.94,,,,,,,,,,,,,,,,,,,,,,,,186577
186578,2026-09-16,2026-09-16 21:40:00,Arizona Diamondbacks,Miami Marlins,1.79,2.15,9.0,1.97,1.9,,,,,,,,,,,,,,,,,,,,,,,,186578
