game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result
163877,2025-05-11,2025-05-11 12:05:00,New York Mets,Chicago Cubs,1.74,2.15,8.5,2.00,1.80,,,,,
163878,2025-05-11,2025-05-11 13:35:00,Washington Nationals,St.Louis Cardinals,1.74,2.15,8.5,1.91,1.91,,,,,
163881,2025-05-11,2025-05-11 13:35:00,Pittsburgh Pirates,Atlanta Braves,2.70,1.53,8.5,1.91,1.91,,,,,
163879,2025-05-11,2025-05-11 13:40:00,Tampa Bay Rays,Milwaukee Brewers,1.71,2.20,8.5,1.80,2.00,,,,,
163884,2025-05-11,2025-05-11 13:40:00,Detroit Tigers,Texas Rangers,1.83,2.00,7.0,1.80,2.00,,,,,
163876,2025-05-11,2025-05-11 14:10:00,Minnesota Twins,San Francisco Giants,1.69,2.25,8.0,1.91,1.91,,,,,
163883,2025-05-11,2025-05-11 14:10:00,Kansas City Royals,Boston Red Sox,1.77,2.10,8.5,1.91,1.91,,,,,
163887,2025-05-11,2025-05-11 14:10:00,Chicago White Sox,Miami Marlins,2.15,1.74,8.0,1.91,1.91,,,,,
163889,2025-05-11,2025-05-11 14:10:00,Houston Astros,Cincinnati Reds,1.67,2.30,8.5,1.91,1.91,,,,,
163885,2025-05-11,2025-05-11 15:10:00,Colorado Rockies,San Diego Padres,3.25,1.38,11.5,2.00,1.80,,,,,
163882,2025-05-11,2025-05-11 16:05:00,Athletics,New York Yankees,,,,,,,,,,
163890,2025-05-11,2025-05-11 16:07:00,Los Angeles Angels,Baltimore Orioles,2.20,1.71,9.0,1.91,1.91,,,,,
163880,2025-05-11,2025-05-11 16:10:00,Seattle Mariners,Toronto Blue Jays,1.62,2.40,8.0,1.80,2.00,,,,,
163888,2025-05-11,2025-05-11 16:10:00,Arizona Diamondbacks,Los Angeles Dodgers,1.87,1.95,9.5,1.91,1.91,,,,,
163886,2025-05-11,2025-05-11 19:10:00,Cleveland Guardians,Philadelphia Phillies,2.50,1.59,7.5,1.91,1.91,,,,,
