game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result
163961,2025-05-17,2025-05-17 13:05:00,New York Yankees,New York Mets,1.74,2.15,9.0,1.91,1.91,,,,,
163953,2025-05-17,2025-05-17 14:20:00,Chicago Cubs,Chicago White Sox,1.37,3.30,10.0,1.91,1.91,,,,,
163954,2025-05-17,2025-05-17 15:07:00,Toronto Blue Jays,Detroit Tigers,,,,,,,,,,
163956,2025-05-17,2025-05-17 16:05:00,Baltimore Orioles,Washington Nationals,1.62,2.40,9.5,1.73,2.10,,,,,
163965,2025-05-17,2025-05-17 16:10:00,Miami Marlins,Tampa Bay Rays,2.25,1.69,8.0,1.91,1.91,,,,,
163966,2025-05-17,2025-05-17 18:05:00,Philadelphia Phillies,Pittsburgh Pirates,1.36,3.40,8.0,1.80,2.00,,,,,
163958,2025-05-17,2025-05-17 18:40:00,Cincinnati Reds,Cleveland Guardians,2.10,1.77,10.0,1.91,1.91,,,,,
163964,2025-05-17,2025-05-17 19:05:00,Texas Rangers,Houston Astros,1.71,2.20,8.0,1.80,2.00,,,,,
163959,2025-05-17,2025-05-17 19:10:00,Kansas City Royals,St.Louis Cardinals,1.80,2.05,8.5,1.80,2.00,,,,,
163957,2025-05-17,2025-05-17 19:15:00,Boston Red Sox,Atlanta Braves,1.83,2.00,9.0,1.80,2.00,,,,,
163967,2025-05-17,2025-05-17 19:15:00,Milwaukee Brewers,Minnesota Twins,1.91,1.91,7.5,1.91,1.91,,,,,
163955,2025-05-17,2025-05-17 20:10:00,Arizona Diamondbacks,Colorado Rockies,1.30,3.75,9.0,1.91,1.91,,,,,
163962,2025-05-17,2025-05-17 20:40:00,San Diego Padres,Seattle Mariners,1.59,2.50,8.0,1.91,1.91,,,,,
163963,2025-05-17,2025-05-17 21:05:00,San Francisco Giants,Athletics,1.77,2.10,8.0,1.91,1.91,,,,,
163960,2025-05-17,2025-05-17 21:10:00,Los Angeles Dodgers,Los Angeles Angels,1.41,3.05,9.0,1.91,1.91,,,,,
