game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
178325,2026-04-19,2026-04-19 13:35:00,Washington Nationals,San Francisco Giants,2.31,1.69,8.5,2.01,1.86,,,,,,,,,,,,,,,,,,,,,,,
178327,2026-04-19,2026-04-19 13:35:00,Pittsburgh Pirates,Tampa Bay Rays,1.9,2.01,7.5,1.93,1.94,,,,,,,,,,,,,,,,,,,,,,,
178329,2026-04-19,2026-04-19 13:35:00,New York Yankees,Kansas City Royals,1.69,2.3,7.5,1.88,1.99,,,,,,,,,,,,,,,,,,,,,,,
178324,2026-04-19,2026-04-19 13:40:00,Miami Marlins,Milwaukee Brewers,2.04,1.88,7.5,1.88,1.99,,,,,,,,,,,,,,,,,,,,,,,
178334,2026-04-19,2026-04-19 13:40:00,Cleveland Guardians,Baltimore Orioles,1.9,2.01,7.0,1.98,1.89,,,,,,,,,,,,,,,,,,,,,,,
178330,2026-04-19,2026-04-19 14:10:00,Minnesota Twins,Cincinnati Reds,1.85,2.07,8.0,1.94,1.93,,,,,,,,,,,,,,,,,,,,,,,
178333,2026-04-19,2026-04-19 14:10:00,Houston Astros,St. Louis Cardinals,1.69,2.3,8.5,1.92,1.95,,,,,,,,,,,,,,,,,,,,,,,
178335,2026-04-19,2026-04-19 14:20:00,Chicago Cubs,New York Mets,1.83,2.12,8.0,1.97,1.92,,,,,,,,,,,,,,,,,,,,,,,
178331,2026-04-19,2026-04-19 15:10:00,Colorado Rockies,Los Angeles Dodgers,3.32,1.37,11.5,1.9,1.97,,,,,,,,,,,,,,,,,,,,,,,
178337,2026-04-19,2026-04-19 16:05:00,Athletics,Chicago White Sox,1.64,2.4,9.5,2.03,1.85,,,,,,,,,,,,,,,,,,,,,,,
178332,2026-04-19,2026-04-19 16:07:00,Los Angeles Angels,San Diego Padres,2.02,1.88,8.5,1.91,1.96,,,,,,,,,,,,,,,,,,,,,,,
178326,2026-04-19,2026-04-19 16:10:00,Seattle Mariners,Texas Rangers,1.71,2.27,7.0,1.95,1.92,,,,,,,,,,,,,,,,,,,,,,,
178338,2026-04-19,2026-04-19 16:10:00,Arizona Diamondbacks,Toronto Blue Jays,1.95,1.95,8.0,1.9,1.97,,,,,,,,,,,,,,,,,,,,,,,
178336,2026-04-19,2026-04-19 16:35:00,Boston Red Sox,Detroit Tigers,1.75,2.21,7.0,1.91,1.96,,,,,,,,,,,,,,,,,,,,,,,
178328,2026-04-19,2026-04-19 19:20:00,Philadelphia Phillies,Atlanta Braves,1.88,2.02,8.0,1.93,1.94,,,,,,,,,,,,,,,,,,,,,,,
