game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9,odds_api_id
185647,2026-09-09,2026-09-09 13:10:00,Detroit Tigers,Minnesota Twins,1.79,2.15,8.5,1.91,1.96,,,,,,,,,,,,,,,,,,,,,,,,185647
185648,2026-09-09,2026-09-09 15:05:00,Athletics,Toronto Blue Jays,2.50,1.53,9.0,1.84,1.92,,,,,,,,,,,,,,,,,,,,,,,,185648
185649,2026-09-09,2026-09-09 15:45:00,San Francisco Giants,St. Louis Cardinals,2.11,1.82,8.0,1.86,2.01,,,,,,,,,,,,,,,,,,,,,,,,185649
185650,2026-09-09,2026-09-09 16:10:00,San Diego Padres,Washington Nationals,1.55,2.62,8.0,1.86,2.01,,,,,,,,,,,,,,,,,,,,,,,,185650
185651,2026-09-09,2026-09-09 16:10:00,Seattle Mariners,Texas Rangers,1.66,2.36,8.0,1.97,1.89,,,,,,,,,,,,,,,,,,,,,,,,185651
185652,2026-09-09,2026-09-09 18:35:00,Baltimore Orioles,Cleveland Guardians,1.97,1.93,8.5,1.87,2.01,,,,,,,,,,,,,,,,,,,,,,,,185652
185653,2026-09-09,2026-09-09 18:40:00,Miami Marlins,New York Mets,1.83,2.10,8.5,1.86,2.01,,,,,,,,,,,,,,,,,,,,,,,,185653
185654,2026-09-09,2026-09-09 18:40:00,Philadelphia Phillies,Houston Astros,1.62,2.45,8.0,1.86,2.01,,,,,,,,,,,,,,,,,,,,,,,,185654
185655,2026-09-09,2026-09-09 18:45:00,Boston Red Sox,Los Angeles Angels,1.48,2.85,9.5,2.03,1.85,,,,,,,,,,,,,,,,,,,,,,,,185655
185656,2026-09-09,2026-09-09 19:05:00,New York Yankees,Colorado Rockies,1.42,3.08,9.0,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,,185656
185657,2026-09-09,2026-09-09 19:15:00,Atlanta Braves,Tampa Bay Rays,1.81,2.00,8.5,1.94,1.84,,,,,,,,,,,,,,,,,,,,,,,,185657
185658,2026-09-09,2026-09-09 19:40:00,Chicago White Sox,Pittsburgh Pirates,1.66,2.22,8.0,1.81,1.95,,,,,,,,,,,,,,,,,,,,,,,,185658
185659,2026-09-09,2026-09-09 19:40:00,Kansas City Royals,Arizona Diamondbacks,1.93,1.87,8.5,1.82,1.97,,,,,,,,,,,,,,,,,,,,,,,,185659
185660,2026-09-09,2026-09-09 19:40:00,Milwaukee Brewers,Chicago Cubs,1.78,2.17,7.5,1.95,1.92,,,,,,,,,,,,,,,,,,,,,,,,185660
185710,2026-09-09,2026-09-09 22:10:00,Los Angeles Dodgers,Cincinnati Reds,1.37,3.36,8.5,1.88,1.99,,,,,,,,,,,,,,,,,,,,,,,,185710
