game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result
163850,2025-05-09,2025-05-09 18:40:00,Pittsburgh Pirates,Atlanta Braves,2.25,1.69,9.0,2.00,1.80,,,,,
163856,2025-05-09,2025-05-09 18:40:00,Detroit Tigers,Texas Rangers,1.38,3.20,7.5,2.00,1.80,,,,,
163847,2025-05-09,2025-05-09 18:45:00,Washington Nationals,St.Louis Cardinals,1.91,1.91,8.5,1.91,1.91,,,,,
163848,2025-05-09,2025-05-09 19:05:00,Tampa Bay Rays,Milwaukee Brewers,2.00,1.83,9.0,1.80,2.00,,,,,
163846,2025-05-09,2025-05-09 19:10:00,New York Mets,Chicago Cubs,1.69,2.25,8.0,1.91,1.91,,,,,
163857,2025-05-09,2025-05-09 19:10:00,Cleveland Guardians,Philadelphia Phillies,1.95,1.87,8.0,1.91,1.91,,,,,
163853,2025-05-09,2025-05-09 19:40:00,Kansas City Royals,Boston Red Sox,1.91,1.91,9.0,2.00,1.80,,,,,
163854,2025-05-09,2025-05-09 19:40:00,Chicago White Sox,Miami Marlins,2.30,1.67,8.0,1.91,1.91,,,,,
163852,2025-05-09,2025-05-09 20:10:00,Houston Astros,Cincinnati Reds,1.59,2.50,7.5,1.80,2.00,,,,,
163859,2025-05-09,2025-05-09 20:10:00,Minnesota Twins,San Francisco Giants,1.83,2.00,9.0,2.00,1.80,,,,,
163858,2025-05-09,2025-05-09 20:40:00,Colorado Rockies,San Diego Padres,2.55,1.57,10.5,1.80,2.00,,,,,
163860,2025-05-09,2025-05-09 21:38:00,Los Angeles Angels,Baltimore Orioles,2.30,1.67,9.0,1.91,1.91,,,,,
163849,2025-05-09,2025-05-09 21:40:00,Seattle Mariners,Toronto Blue Jays,1.71,2.20,7.5,1.91,1.91,,,,,
163855,2025-05-09,2025-05-09 21:40:00,Arizona Diamondbacks,Los Angeles Dodgers,2.10,1.77,10.0,2.00,1.80,,,,,
163851,2025-05-09,2025-05-09 22:05:00,Athletics,New York Yankees,2.25,1.69,10.0,1.80,2.00,,,,,
