game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result
164106,2025-05-28,2025-05-28 13:10:00,Milwaukee Brewers,Boston Red Sox,1.62,2.40,8.0,2.00,1.80,,,,,
164107,2025-05-28,2025-05-28 13:10:00,Tampa Bay Rays,Minnesota Twins,1.91,1.91,8.0,1.91,1.91,,,,,
164110,2025-05-28,2025-05-28 13:10:00,Cleveland Guardians,Los Angeles Dodgers,2.20,1.71,9.0,1.80,2.00,,,,,
164111,2025-05-28,2025-05-28 13:10:00,Detroit Tigers,San Francisco Giants,1.87,1.95,8.0,1.91,1.91,,,,,
164114,2025-05-28,2025-05-28 13:10:00,New York Mets,Chicago White Sox,1.40,3.10,8.0,1.91,1.91,,,,,
164112,2025-05-28,2025-05-28 14:10:00,Houston Astros,Athletics,1.77,2.10,8.0,1.80,2.00,,,,,
164108,2025-05-28,2025-05-28 15:40:00,Arizona Diamondbacks,Pittsburgh Pirates,1.77,2.10,7.5,1.91,1.91,,,,,
164115,2025-05-28,2025-05-28 16:10:00,San Diego Padres,Miami Marlins,1.62,2.40,8.0,1.80,2.00,,,,,
164109,2025-05-28,2025-05-28 18:35:00,Baltimore Orioles,St. Louis Cardinals,1.80,2.05,8.5,1.80,2.00,,,,,
164118,2025-05-28,2025-05-28 18:45:00,Philadelphia Phillies,Atlanta Braves,1.62,2.40,8.0,2.00,1.80,,,,,
164113,2025-05-28,2025-05-28 19:40:00,Kansas City Royals,Cincinnati Reds,2.00,1.83,8.0,2.00,1.80,,,,,
164117,2025-05-28,2025-05-28 20:05:00,Texas Rangers,Toronto Blue Jays,,,,,,,,,,
164119,2025-05-28,2025-05-28 20:05:00,Chicago Cubs,Colorado Rockies,1.29,3.80,,,,,,,,
164120,2025-05-28,2025-05-28 21:38:00,Los Angeles Angels,New York Yankees,2.40,1.62,9.0,2.00,1.80,,,,,
164116,2025-05-28,2025-05-28 21:40:00,Seattle Mariners,Washington Nationals,1.50,2.75,8.0,1.80,2.00,,,,,
