game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
179297,2026-06-30,2026-06-30 18:35:00,Baltimore Orioles,Chicago White Sox,1.76,2.19,10.5,1.95,1.92,,,,,,,,,,,,,,,,,,,,,,,
179293,2026-06-30,2026-06-30 18:40:00,Philadelphia Phillies,Pittsburgh Pirates,1.44,3.01,8.5,1.99,1.88,,,,,,,,,,,,,,,,,,,,,,,
179301,2026-06-30,2026-06-30 18:40:00,Cleveland Guardians,Texas Rangers,1.99,1.92,7.5,1.89,1.97,,,,,,,,,,,,,,,,,,,,,,,
179290,2026-06-30,2026-06-30 19:05:00,New York Yankees,Detroit Tigers,1.77,2.18,7.5,2.05,1.83,,,,,,,,,,,,,,,,,,,,,,,
179288,2026-06-30,2026-06-30 19:07:00,Toronto Blue Jays,New York Mets,1.87,2.05,8.0,2.0,1.88,,,,,,,,,,,,,,,,,,,,,,,
179296,2026-06-30,2026-06-30 19:10:00,Boston Red Sox,Washington Nationals,1.73,2.24,9.5,1.96,1.9,,,,,,,,,,,,,,,,,,,,,,,
179298,2026-06-30,2026-06-30 19:15:00,Atlanta Braves,St. Louis Cardinals,1.66,2.36,9.5,1.93,1.93,,,,,,,,,,,,,,,,,,,,,,,
179291,2026-06-30,2026-06-30 19:40:00,Milwaukee Brewers,Cincinnati Reds,1.59,2.52,8.5,1.83,2.04,,,,,,,,,,,,,,,,,,,,,,,
179292,2026-06-30,2026-06-30 19:40:00,Kansas City Royals,Tampa Bay Rays,2.11,1.81,10.0,1.88,1.99,,,,,,,,,,,,,,,,,,,,,,,
179295,2026-06-30,2026-06-30 20:05:00,Chicago Cubs,San Diego Padres,1.69,2.33,11.0,1.9,1.99,,,,,,,,,,,,,,,,,,,,,,,
179287,2026-06-30,2026-06-30 20:10:00,Houston Astros,Minnesota Twins,2.01,1.89,8.5,2.0,1.88,,,,,,,,,,,,,,,,,,,,,,,
179294,2026-06-30,2026-06-30 20:40:00,Colorado Rockies,Miami Marlins,2.22,1.66,11.5,1.95,1.83,,,,,,,,,,,,,,,,,,,,,,,
179289,2026-06-30,2026-06-30 21:40:00,Seattle Mariners,Los Angeles Angels,1.6,2.5,7.5,2.01,1.86,,,,,,,,,,,,,,,,,,,,,,,
179299,2026-06-30,2026-06-30 21:40:00,Athletics,Los Angeles Dodgers,2.29,1.7,10.5,1.85,2.03,,,,,,,,,,,,,,,,,,,,,,,
179300,2026-06-30,2026-06-30 21:40:00,Arizona Diamondbacks,San Francisco Giants,1.9,1.9,9.0,1.83,1.93,,,,,,,,,,,,,,,,,,,,,,,
