game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
165178,2025-08-20,2025-08-20 12:35:00,Pittsburgh Pirates,Toronto Blue Jays,2.2,1.67,,,,2,1,Finished,Pittsburgh Pirates,Under,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
165187,2025-08-20,2025-08-20 13:05:00,Philadelphia Phillies,Seattle Mariners,1.67,2.2,,,,11,2,Finished,Philadelphia Phillies,Under,1,1,1,0,0,0,1,0,0,0,0,0,5,1,3,0,,0
165183,2025-08-20,2025-08-20 13:10:00,Detroit Tigers,Houston Astros,2.1,1.73,,,,7,2,Finished,Detroit Tigers,Under,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,,0
165186,2025-08-20,2025-08-20 15:40:00,Arizona Diamondbacks,Cleveland Guardians,1.8,2.0,,,,3,2,Finished,Arizona Diamondbacks,Under,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
165188,2025-08-20,2025-08-20 18:40:00,Miami Marlins,St. Louis Cardinals,1.8,2.0,,,,6,2,Finished,Miami Marlins,Under,0,0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,,0
165181,2025-08-20,2025-08-20 18:45:00,Washington Nationals,New York Mets,2.5,1.53,,,,5,4,Finished,Washington Nationals,Under,0,0,0,0,2,0,2,0,1,1,0,3,0,0,0,0,,0
165185,2025-08-20,2025-08-20 19:15:00,Atlanta Braves,Chicago White Sox,1.5,2.6,,,,1,0,Finished,Atlanta Braves,Under,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
165179,2025-08-20,2025-08-20 19:35:00,Tampa Bay Rays,New York Yankees,1.8,2.0,,,,4,6,Finished,New York Yankees,Under,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2.0,0
165182,2025-08-20,2025-08-20 19:40:00,Kansas City Royals,Texas Rangers,2.0,1.8,,,,3,6,Finished,Texas Rangers,Under,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,3
165189,2025-08-20,2025-08-20 19:40:00,Minnesota Twins,Athletics,1.8,2.0,,,,2,4,Finished,Athletics,Under,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0
165190,2025-08-20,2025-08-20 20:05:00,Chicago Cubs,Milwaukee Brewers,,,,,,4,3,Finished,Chicago Cubs,Under,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,,1
165184,2025-08-20,2025-08-20 20:40:00,Colorado Rockies,Los Angeles Dodgers,,,,,,8,3,Finished,Colorado Rockies,Under,0,0,2,0,0,0,3,0,0,0,1,1,0,0,2,0,,2
165191,2025-08-20,2025-08-20 21:38:00,Los Angeles Angels,Cincinnati Reds,,,,,,2,1,Finished,Los Angeles Angels,Under,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,0
165180,2025-08-20,2025-08-20 21:40:00,San Diego Padres,San Francisco Giants,,,,,,8,1,Finished,San Diego Padres,Under,1,0,1,0,4,0,0,1,0,0,0,0,1,0,1,0,,0
