game_id,game_date,start_time_et,home_team,away_team,moneyline_home,moneyline_away,total_line,over_odds,under_odds,home_score,away_score,status,winner,total_result,home_1,away_1,home_2,away_2,home_3,away_3,home_4,away_4,home_5,away_5,home_6,away_6,home_7,away_7,home_8,away_8,home_9,away_9
164946,2025-08-01,2025-08-01 12:40:00,Cincinnati Reds,Atlanta Braves,1.62,2.3,,,,3,2,Finished,Cincinnati Reds,Under,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,2
164921,2025-08-01,2025-08-01 14:20:00,Chicago Cubs,Baltimore Orioles,1.73,2.1,,,,1,0,Finished,Chicago Cubs,Under,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
164923,2025-08-01,2025-08-01 18:45:00,Washington Nationals,Milwaukee Brewers,2.3,1.62,,,,9,16,Finished,Milwaukee Brewers,Under,1,0,0,1,1,5,0,0,0,3,2,0,0,5,0,2,5.0,0
164932,2025-08-01,2025-08-01 18:45:00,Philadelphia Phillies,Detroit Tigers,1.62,2.3,,,,5,4,Finished,Philadelphia Phillies,Under,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,1,,0
164933,2025-08-01,2025-08-01 19:07:00,Toronto Blue Jays,Kansas City Royals,1.62,2.3,,,,3,9,Finished,Kansas City Royals,Under,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2.0,4
164926,2025-08-01,2025-08-01 19:10:00,New York Mets,San Francisco Giants,1.67,2.2,,,,3,4,Finished,San Francisco Giants,Under,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0.0,0
164929,2025-08-01,2025-08-01 19:10:00,Cleveland Guardians,Minnesota Twins,1.91,1.91,,,,3,2,Finished,Cleveland Guardians,Under,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0
164931,2025-08-01,2025-08-01 19:10:00,Boston Red Sox,Houston Astros,2.1,1.73,,,,2,1,Finished,Boston Red Sox,Under,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
164934,2025-08-01,2025-08-01 19:10:00,Miami Marlins,New York Yankees,2.38,1.57,,,,13,12,Finished,Miami Marlins,Under,0,0,0,0,0,0,0,3,4,3,0,0,6,3,0,1,3.0,2
164924,2025-08-01,2025-08-01 19:35:00,Tampa Bay Rays,Los Angeles Dodgers,2.3,1.62,,,,0,5,Finished,Los Angeles Dodgers,Under,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0
164928,2025-08-01,2025-08-01 20:10:00,Colorado Rockies,Pittsburgh Pirates,2.2,1.67,,,,17,16,Finished,Colorado Rockies,Under,1,9,0,0,3,0,2,3,4,3,0,1,0,0,2,0,5.0,0
164935,2025-08-01,2025-08-01 21:38:00,Los Angeles Angels,Chicago White Sox,1.73,2.1,,,,3,6,Finished,Chicago White Sox,Under,0,0,0,2,0,0,0,1,2,0,0,1,1,0,0,1,0.0,1
164922,2025-08-01,2025-08-01 21:40:00,San Diego Padres,St. Louis Cardinals,1.62,2.3,,,,4,1,Finished,San Diego Padres,Under,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,,0
164927,2025-08-01,2025-08-01 22:05:00,Athletics,Arizona Diamondbacks,,,,,,5,1,Finished,Athletics,Under,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0
164925,2025-08-01,2025-08-01 22:10:00,Seattle Mariners,Texas Rangers,1.57,2.38,,,,4,3,Finished,Seattle Mariners,Under,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,2.0,0
